status,window_config,window_size,window_stride,window_threshold,drop_ambiguous,window_train_rows,window_val_rows,window_test_rows,run_dir,run_tag,threshold_percentile,max_iter,hidden_layers,seed,threshold,test_f1,test_precision,test_recall,test_fpr_normal,val_f1,val_precision,val_recall,val_fpr_normal,artifact_dir
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr87p5_it250_h384-192-384_seed42,87.5,250,"384,192,384",42,0.06656406819820404,0.5201465201465202,1.0,0.35148514851485146,0.0,0.27756653992395436,0.5887096774193549,0.18159203980099503,0.1259259259259259,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr87p5_it250_h384-192-384_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr87p5_it250_h256-128-256_seed42,87.5,250,"256,128,256",42,0.06478819996118546,0.5174311926605505,1.0,0.349009900990099,0.0,0.29699248120300753,0.6076923076923076,0.19651741293532338,0.1259259259259259,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr87p5_it250_h256-128-256_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr87p5_it250_h192-96-192_seed42,87.5,250,"192,96,192",42,0.06700167059898376,0.49814126394052044,1.0,0.3316831683168317,0.0,0.2742857142857143,0.5853658536585366,0.1791044776119403,0.1259259259259259,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr87p5_it250_h192-96-192_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr87p5_it400_h384-192-384_seed42,87.5,400,"384,192,384",42,0.06656406819820404,0.5201465201465202,1.0,0.35148514851485146,0.0,0.27756653992395436,0.5887096774193549,0.18159203980099503,0.1259259259259259,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr87p5_it400_h384-192-384_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr87p5_it400_h256-128-256_seed42,87.5,400,"256,128,256",42,0.06478819996118546,0.5174311926605505,1.0,0.349009900990099,0.0,0.29699248120300753,0.6076923076923076,0.19651741293532338,0.1259259259259259,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr87p5_it400_h256-128-256_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr87p5_it400_h192-96-192_seed42,87.5,400,"192,96,192",42,0.06700167059898376,0.49814126394052044,1.0,0.3316831683168317,0.0,0.2742857142857143,0.5853658536585366,0.1791044776119403,0.1259259259259259,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr87p5_it400_h192-96-192_seed42
ok,ws64_st16_thr0p30,64,16,0.3,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30,thr99p0_it250_h384-192-384_seed42,99.0,250,"384,192,384",42,1.064493179321289,0.0196078431372549,1.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.012345679012345678,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30\model_runs\thr99p0_it250_h384-192-384_seed42
ok,ws64_st16_thr0p30,64,16,0.3,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30,thr99p0_it250_h256-128-256_seed42,99.0,250,"256,128,256",42,1.070044755935669,0.0196078431372549,1.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.012345679012345678,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30\model_runs\thr99p0_it250_h256-128-256_seed42
ok,ws64_st16_thr0p30,64,16,0.3,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30,thr99p0_it250_h192-96-192_seed42,99.0,250,"192,96,192",42,1.2095108032226562,0.0196078431372549,1.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.012345679012345678,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30\model_runs\thr99p0_it250_h192-96-192_seed42
ok,ws64_st16_thr0p30,64,16,0.3,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30,thr99p0_it400_h384-192-384_seed42,99.0,400,"384,192,384",42,1.064493179321289,0.0196078431372549,1.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.012345679012345678,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p30\model_runs\thr99p0_it400_h384-192-384_seed42
